activity_ref_key,item_id,item_idx,description,quantity,price,classification,classificationDomain,supplierPartID,manufacturerPartID,manufacturerName,sku,item_expense_category_id,allowable_status,classification_confidence,unspsc_name
24b465ed-5cae-45a9-9666-7f56f5af4e3e,84108265-3c6a-434c-9c58-985d658a7284,3069,"A hearty soup filled with vegetables and herbs, perfect for a light meal.",11,3.29,Top Secret,Education,84108265-3c6a-434c-9c58-985d658a7284,84108265-3c6a-434c-9c58-985d658a7284,Precision Optics,84108265-3c6a-434c-9c58-985d658a7284,11,78,86,Medical Equipment
24b4fe95-b0af-4da6-a2e0-b39b71bed64e,274f8f76-b673-4c1b-87e7-bae1a5792225,18393,Memory foam travel pillow for neck support.,7,22.99,Highly Confidential,Healthcare,274f8f76-b673-4c1b-87e7-bae1a5792225,274f8f76-b673-4c1b-87e7-bae1a5792225,Pioneer Manufacturing,274f8f76-b673-4c1b-87e7-bae1a5792225,7,30,52,Computer Hardware
24b91f9f-ba72-4377-aacd-0b11e3ad364b,7624f701-7f11-488c-9553-000beb4d6e50,6122,A blend of spices perfect for seasoning steak.,13,2.49,Unclassified,Education,7624f701-7f11-488c-9553-000beb4d6e50,7624f701-7f11-488c-9553-000beb4d6e50,Summit Automotive,7624f701-7f11-488c-9553-000beb4d6e50,13,79,100,Medical Equipment
24bbe0b7-d7c6-45f0-897e-b060b21c06b6,ed655b73-02d0-48fe-a9c3-bde7bccd78a3,18406,Low-calorie rice cake for snacks.,8,2.49,Confidential,Automotive,ed655b73-02d0-48fe-a9c3-bde7bccd78a3,ed655b73-02d0-48fe-a9c3-bde7bccd78a3,Acme Industries,ed655b73-02d0-48fe-a9c3-bde7bccd78a3,8,74,67,Packaging Materials
24bcaad2-5738-46f6-954c-e429973e2874,a27af804-5bb4-4c85-a2c3-2b9e883288d8,9472,"Savory sausage with a blend of spices, perfect for pasta dishes.",9,4.99,Sensitive,Agriculture,a27af804-5bb4-4c85-a2c3-2b9e883288d8,a27af804-5bb4-4c85-a2c3-2b9e883288d8,NovaChem Labs,a27af804-5bb4-4c85-a2c3-2b9e883288d8,9,73,76,Industrial Machinery
24beae45-7dbb-4480-a247-8abe74b80020,75fa1378-fa86-4a51-8793-89b054dd1193,7168,"Sweet and nutritious potatoes, great for roasting.",8,0.89,Internal Use Only,Retail,75fa1378-fa86-4a51-8793-89b054dd1193,75fa1378-fa86-4a51-8793-89b054dd1193,EcoBuild Systems,75fa1378-fa86-4a51-8793-89b054dd1193,8,123,66,Laboratory Instruments
24c03614-0c3a-4f43-8b98-381281803b1f,6bd73937-eab6-4dab-9f0d-6e51c768e502,252,Lightweight and moisture-wicking racerback tank for workouts.,12,24.99,Internal Use Only,Automotive,6bd73937-eab6-4dab-9f0d-6e51c768e502,6bd73937-eab6-4dab-9f0d-6e51c768e502,Summit Automotive,6bd73937-eab6-4dab-9f0d-6e51c768e502,12,26,96,Packaging Materials
24c8dcdd-4a18-4826-a9ac-17b92859bf0e,0389377f-dee5-4474-98d3-fca2de46d23a,17917,Non-toxic traps for catching household pests safely.,11,22.99,Confidential,Real Estate,0389377f-dee5-4474-98d3-fca2de46d23a,0389377f-dee5-4474-98d3-fca2de46d23a,GlobalTech Solutions,0389377f-dee5-4474-98d3-fca2de46d23a,11,98,85,Personal Care Products
24cab32f-acba-4376-8390-2ab66a23aa89,1002022d-1de4-4f57-8184-34db63546ca4,14716,"Instant oats with a savory twist, such as herbs and spices.",6,2.49,Highly Confidential,Finance,1002022d-1de4-4f57-8184-34db63546ca4,1002022d-1de4-4f57-8184-34db63546ca4,Starlight Components,1002022d-1de4-4f57-8184-34db63546ca4,6,105,51,Office Supplies
24cdb2ce-e3f2-4701-b4d5-62fbd63c99c7,11dea61f-4c89-49c7-a375-d589bcd981e4,7760,"A comfortable henley shirt made of soft cotton, perfect for casual outings.",8,29.99,Top Secret,Technology,11dea61f-4c89-49c7-a375-d589bcd981e4,11dea61f-4c89-49c7-a375-d589bcd981e4,Quantum Machinery,11dea61f-4c89-49c7-a375-d589bcd981e4,8,8,64,Cleaning Products
24cdbeb5-2f28-4fe6-b1d6-91998f3b4a06,58a7f82d-2985-41c6-b7dd-174923e0aa6c,2928,Ergonomically designed pillow with breathable bamboo cover.,9,34.99,Internal Use Only,Transportation,58a7f82d-2985-41c6-b7dd-174923e0aa6c,58a7f82d-2985-41c6-b7dd-174923e0aa6c,Sunrise Textiles,58a7f82d-2985-41c6-b7dd-174923e0aa6c,9,86,69,Food and Beverage Products
24d1d1b5-a7fd-4f3d-8968-e93f0ec4d560,c199c862-ec0f-47d9-b961-d9e4aa0b07ac,2313,Classic marinara sauce for all pasta dishes.,14,3.49,Proprietary,Agriculture,c199c862-ec0f-47d9-b961-d9e4aa0b07ac,c199c862-ec0f-47d9-b961-d9e4aa0b07ac,EcoBuild Systems,c199c862-ec0f-47d9-b961-d9e4aa0b07ac,14,0,100,Industrial Machinery
24d50eb5-0e33-41c6-b840-054a96d8de48,9fe3a4aa-f718-4d2a-9052-414ae88243de,4235,Rich coconut milk for curries and desserts.,8,2.49,Restricted,Government,9fe3a4aa-f718-4d2a-9052-414ae88243de,9fe3a4aa-f718-4d2a-9052-414ae88243de,Acme Industries,9fe3a4aa-f718-4d2a-9052-414ae88243de,8,120,65,Automotive Parts
24d698ce-7566-4d2d-a071-624119466154,8615706e-727a-4602-aa7f-740a06faed7c,12084,Compact blender for quick smoothies and shakes.,16,39.99,Confidential,Hospitality,8615706e-727a-4602-aa7f-740a06faed7c,8615706e-727a-4602-aa7f-740a06faed7c,Evergreen Plastics,8615706e-727a-4602-aa7f-740a06faed7c,16,97,100,Telecommunications Equipment
24d741a1-025b-4ba2-9f38-c1a555364d4d,c1bdb00b-d952-4b10-b34f-8234133e6d38,8690,Multiple USB ports for charging devices simultaneously.,11,19.99,Sensitive,Government,c1bdb00b-d952-4b10-b34f-8234133e6d38,c1bdb00b-d952-4b10-b34f-8234133e6d38,EcoBuild Systems,c1bdb00b-d952-4b10-b34f-8234133e6d38,11,36,89,Automotive Parts
24d9734a-8d75-4237-8ee3-f3b55f893be1,5242e10a-0f3e-49d8-b0d5-31718c59cccc,12041,"Crunchy cacao nibs, great for adding to smoothies or baking.",6,6.49,For Official Use Only,Pharmaceuticals,5242e10a-0f3e-49d8-b0d5-31718c59cccc,5242e10a-0f3e-49d8-b0d5-31718c59cccc,Acme Industries,5242e10a-0f3e-49d8-b0d5-31718c59cccc,6,60,46,Sports and Recreational Equipment
24dc3f4d-43ca-43c5-a29e-430f40041392,a05597a1-0339-4757-905a-004244243515,3197,Prepped vegetables and sauces for a quick Asian stir-fry meal.,10,5.49,Internal Use Only,Insurance,a05597a1-0339-4757-905a-004244243515,a05597a1-0339-4757-905a-004244243515,Acme Industries,a05597a1-0339-4757-905a-004244243515,10,25,83,Clothing and Apparel
24df6acc-e018-4e7a-a2d0-4d7204dd83d9,ec30f11e-5f88-4202-96dd-e4c4c4ca8622,16532,A blend of dried Italian herbs for cooking.,9,2.99,Public,Insurance,ec30f11e-5f88-4202-96dd-e4c4c4ca8622,ec30f11e-5f88-4202-96dd-e4c4c4ca8622,Quantum Machinery,ec30f11e-5f88-4202-96dd-e4c4c4ca8622,9,122,69,Clothing and Apparel
24e153f8-76cf-418e-aabb-0c078cf7b533,dcffc3bf-88e0-4982-9815-f0bcdcebcff9,12344,"Creamy ranch dressing, perfect for salads and dips.",8,2.59,Confidential,Automotive,dcffc3bf-88e0-4982-9815-f0bcdcebcff9,dcffc3bf-88e0-4982-9815-f0bcdcebcff9,BlueWave Medical,dcffc3bf-88e0-4982-9815-f0bcdcebcff9,8,61,65,Packaging Materials
24e64530-8ca4-493e-b9ac-dcc575ff52cd,8650a483-7d29-4f36-a240-67421ef00400,6630,Floating bookshelf to display your favorite books.,10,39.99,Proprietary,Education,8650a483-7d29-4f36-a240-67421ef00400,8650a483-7d29-4f36-a240-67421ef00400,Evergreen Plastics,8650a483-7d29-4f36-a240-67421ef00400,10,30,78,Medical Equipment
24e8335f-a55f-44fa-af20-9c4682aa315e,c3f8c3c4-4018-4c8b-81b2-3b4aa4a8e3fb,17350,Supportive pillow designed for a good night's sleep.,8,24.99,For Official Use Only,Construction,c3f8c3c4-4018-4c8b-81b2-3b4aa4a8e3fb,c3f8c3c4-4018-4c8b-81b2-3b4aa4a8e3fb,Acme Industries,c3f8c3c4-4018-4c8b-81b2-3b4aa4a8e3fb,8,88,68,Agricultural Supplies
24eb0d44-7317-4981-b6e7-5c0e74fa96ff,9c2fd9e6-d570-475f-ae77-a9412ee859e8,2723,Wax warmer for creating a soothing atmosphere with fragrances.,11,22.99,Unclassified,Transportation,9c2fd9e6-d570-475f-ae77-a9412ee859e8,9c2fd9e6-d570-475f-ae77-a9412ee859e8,Acme Industries,9c2fd9e6-d570-475f-ae77-a9412ee859e8,11,51,85,Food and Beverage Products
24efc29b-0950-46d8-a7b3-1683a742ed13,0c5dea5b-4314-4e45-bb1d-c63bd963e989,19321,Canned beans cooked in a savory chili sauce,7,1.79,Public,Education,0c5dea5b-4314-4e45-bb1d-c63bd963e989,0c5dea5b-4314-4e45-bb1d-c63bd963e989,Vertex Electronics,0c5dea5b-4314-4e45-bb1d-c63bd963e989,7,60,55,Medical Equipment
24f49298-e872-4b9a-a5da-68e8ae609ffb,67cb2747-8461-411d-be91-a3a6bed04cb5,7420,Comfortable carry for pets while hiking or traveling.,10,49.99,Internal Use Only,Retail,67cb2747-8461-411d-be91-a3a6bed04cb5,67cb2747-8461-411d-be91-a3a6bed04cb5,BlueWave Medical,67cb2747-8461-411d-be91-a3a6bed04cb5,10,6,77,Laboratory Instruments
24f7d12a-e59a-45d5-801f-6431442210dc,35076349-eb27-4603-be3e-c6c100527f20,14082,Soft glow night light for children's rooms or bedside.,13,15.99,Highly Confidential,Food Services,35076349-eb27-4603-be3e-c6c100527f20,35076349-eb27-4603-be3e-c6c100527f20,BlueWave Medical,35076349-eb27-4603-be3e-c6c100527f20,13,124,100,Software and Licenses
24fbc00c-c7cd-4900-9588-5bc9d71d4a82,7d1f2f70-1f3b-4cdc-a33e-0dd3bf270931,8315,High-quality sketchbook for artists.,9,14.99,Confidential,Food Services,7d1f2f70-1f3b-4cdc-a33e-0dd3bf270931,7d1f2f70-1f3b-4cdc-a33e-0dd3bf270931,Ironclad Tools,7d1f2f70-1f3b-4cdc-a33e-0dd3bf270931,9,99,70,Software and Licenses
24fbcf5a-fafa-4ca8-b1c6-571f3ae6348b,c82f9416-4213-4b72-a7c0-851e251e5eda,7282,Stackable containers for organizing snacks and treats.,9,19.99,Unclassified,Manufacturing,c82f9416-4213-4b72-a7c0-851e251e5eda,c82f9416-4213-4b72-a7c0-851e251e5eda,Vertex Electronics,c82f9416-4213-4b72-a7c0-851e251e5eda,9,10,68,Construction Materials
24fcf35d-2a50-418d-8c79-1504835b7f32,f27945b3-73e7-4012-81d2-b7ca7f70bfa0,10384,Versatile canvas sneakers suitable for everyday wear with a comfortable fit.,4,39.99,Confidential,Education,f27945b3-73e7-4012-81d2-b7ca7f70bfa0,f27945b3-73e7-4012-81d2-b7ca7f70bfa0,Sunrise Textiles,f27945b3-73e7-4012-81d2-b7ca7f70bfa0,4,17,34,Medical Equipment
250a249e-efc7-4f22-aa24-a64fbeb48424,47636dff-c5b3-454e-b6d7-70c76237c3ab,4002,8oz water bottle with built-in filter for clean drinking water.,14,29.99,Unclassified,Government,47636dff-c5b3-454e-b6d7-70c76237c3ab,47636dff-c5b3-454e-b6d7-70c76237c3ab,EcoBuild Systems,47636dff-c5b3-454e-b6d7-70c76237c3ab,14,51,100,Automotive Parts
251363ec-48e0-4d0c-bf68-ee2cbe7d6cf9,30d6a8e9-11bf-4ec9-912e-360a82a1fcf9,15664,Easy-to-use portable grill for barbecues.,12,79.99,Sensitive,Retail,30d6a8e9-11bf-4ec9-912e-360a82a1fcf9,30d6a8e9-11bf-4ec9-912e-360a82a1fcf9,EcoBuild Systems,30d6a8e9-11bf-4ec9-912e-360a82a1fcf9,12,63,98,Laboratory Instruments
251b2c97-f6cc-4215-b2bc-46b1faedee7c,898fddea-12a1-4dc7-8c79-a97a3783804f,2106,Reusable whiteboard for notes and reminders with magnetic backing.,9,34.99,Proprietary,Telecommunications,898fddea-12a1-4dc7-8c79-a97a3783804f,898fddea-12a1-4dc7-8c79-a97a3783804f,EcoBuild Systems,898fddea-12a1-4dc7-8c79-a97a3783804f,9,32,71,Furniture and Furnishings
251eaf4c-0549-440f-8204-e32027f47f68,96504e98-7c0f-4bc4-86e0-62afd52e264c,11149,Compact pump ideal for inflating sports equipment or rafts.,10,19.99,Unclassified,Retail,96504e98-7c0f-4bc4-86e0-62afd52e264c,96504e98-7c0f-4bc4-86e0-62afd52e264c,EcoBuild Systems,96504e98-7c0f-4bc4-86e0-62afd52e264c,10,15,82,Laboratory Instruments
2523815f-8c16-4435-85e1-899226c7bacf,07c04657-c687-496f-a9d9-37253ae8f162,256,Modern LED table lamp with touch control.,9,29.99,Restricted,Transportation,07c04657-c687-496f-a9d9-37253ae8f162,07c04657-c687-496f-a9d9-37253ae8f162,Atlas Engineering,07c04657-c687-496f-a9d9-37253ae8f162,9,90,69,Food and Beverage Products
2528a842-73a9-4203-89cc-efa33e3f0d1e,139e677f-4383-4233-a9ee-00bdd725ef5a,17376,Color-changing smart LED bulbs compatible with Alexa.,12,34.99,Restricted,Agriculture,139e677f-4383-4233-a9ee-00bdd725ef5a,139e677f-4383-4233-a9ee-00bdd725ef5a,BlueWave Medical,139e677f-4383-4233-a9ee-00bdd725ef5a,12,48,97,Industrial Machinery
252c3188-7d1a-464e-8fc4-ee476f546a81,9b0a70f4-1f74-470c-a518-ee50003f5dfa,7290,Crispy apple chips drizzled with caramel for a sweet treat.,4,3.49,Highly Confidential,Construction,9b0a70f4-1f74-470c-a518-ee50003f5dfa,9b0a70f4-1f74-470c-a518-ee50003f5dfa,Precision Optics,9b0a70f4-1f74-470c-a518-ee50003f5dfa,4,3,32,Agricultural Supplies
252c7dbd-530d-4ed2-975a-1539f4986982,4f819fc8-a1fa-40bd-9845-a9a30089d9e9,18856,"Crispy mini pretzels, a great snack any time of day.",9,2.99,For Official Use Only,Government,4f819fc8-a1fa-40bd-9845-a9a30089d9e9,4f819fc8-a1fa-40bd-9845-a9a30089d9e9,Vertex Electronics,4f819fc8-a1fa-40bd-9845-a9a30089d9e9,9,100,76,Automotive Parts
252d9dc9-e6e6-4b3a-a09a-48fc845c5ec7,8e74f844-33e2-4ec2-84b4-5471e4bf3ad9,1711,Rechargeable electric razor for a smooth shave.,11,59.99,Highly Confidential,Finance,8e74f844-33e2-4ec2-84b4-5471e4bf3ad9,8e74f844-33e2-4ec2-84b4-5471e4bf3ad9,Sunrise Textiles,8e74f844-33e2-4ec2-84b4-5471e4bf3ad9,11,41,88,Office Supplies
252e16af-95cd-4f6c-8652-6d1fcbe4c2f7,a388c7e5-0a58-47be-8ddc-201fbfefc39c,11169,Fragrant fried rice with authentic Thai basil and veggies.,9,5.99,Internal Use Only,Legal,a388c7e5-0a58-47be-8ddc-201fbfefc39c,a388c7e5-0a58-47be-8ddc-201fbfefc39c,BlueWave Medical,a388c7e5-0a58-47be-8ddc-201fbfefc39c,9,4,70,Safety and Security Equipment
2533038f-3388-4e95-aec0-71b597e55487,a722fad0-e67b-4f1a-88a0-e8a36b3878d6,2360,Durable cover to protect your grill from the elements.,12,24.99,Unclassified,Transportation,a722fad0-e67b-4f1a-88a0-e8a36b3878d6,a722fad0-e67b-4f1a-88a0-e8a36b3878d6,BlueWave Medical,a722fad0-e67b-4f1a-88a0-e8a36b3878d6,12,30,94,Food and Beverage Products
2534cfb9-74db-4f85-a169-389d0c2b2d52,b2097382-6bfe-4552-8df6-5bafc3c7aef5,12332,Artisan bread with caraway seeds for added flavor.,10,4.79,Top Secret,Retail,b2097382-6bfe-4552-8df6-5bafc3c7aef5,b2097382-6bfe-4552-8df6-5bafc3c7aef5,Acme Industries,b2097382-6bfe-4552-8df6-5bafc3c7aef5,10,59,82,Laboratory Instruments
2534f6c7-c2eb-4d41-b770-ff0528c43d09,bcdb9aaf-66e1-4e1f-9d27-b9c0fe81afa3,15668,"A lightweight tank dress, ideal for warm weather outings.",15,39.99,Highly Confidential,Legal,bcdb9aaf-66e1-4e1f-9d27-b9c0fe81afa3,bcdb9aaf-66e1-4e1f-9d27-b9c0fe81afa3,Starlight Components,bcdb9aaf-66e1-4e1f-9d27-b9c0fe81afa3,15,37,100,Safety and Security Equipment
2537125a-f938-490d-b929-11f45fb46b90,9d85aaea-34a3-4df3-a236-c06c1f6f330c,16844,Compact vacuum designed specifically for cleaning vehicles.,16,39.99,Restricted,Entertainment,9d85aaea-34a3-4df3-a236-c06c1f6f330c,9d85aaea-34a3-4df3-a236-c06c1f6f330c,Vertex Electronics,9d85aaea-34a3-4df3-a236-c06c1f6f330c,16,56,100,Printing and Photographic Equipment
253810dc-24d3-4ee9-bbb2-e083a035f4aa,35e10bb2-e1a4-46b7-9f62-7b539e262716,8992,Rich and creamy pudding made with ripe avocados and cocoa.,9,4.99,Restricted,Telecommunications,35e10bb2-e1a4-46b7-9f62-7b539e262716,35e10bb2-e1a4-46b7-9f62-7b539e262716,Summit Automotive,35e10bb2-e1a4-46b7-9f62-7b539e262716,9,76,70,Furniture and Furnishings
25381840-d2da-4ac2-84a8-c14b1f18612a,d7523ed6-72c5-45a6-94ce-cbf177e26946,18803,Seal food and maintain freshness longer.,9,89.99,Highly Confidential,Telecommunications,d7523ed6-72c5-45a6-94ce-cbf177e26946,d7523ed6-72c5-45a6-94ce-cbf177e26946,Quantum Machinery,d7523ed6-72c5-45a6-94ce-cbf177e26946,9,49,74,Furniture and Furnishings
25385862-9ae6-4f66-a331-ee37128b15c9,3242fa0a-95e9-4b7b-a83c-0832a851c99d,3796,Countertop dishwasher for small kitchens.,7,299.99,Internal Use Only,Education,3242fa0a-95e9-4b7b-a83c-0832a851c99d,3242fa0a-95e9-4b7b-a83c-0832a851c99d,Precision Optics,3242fa0a-95e9-4b7b-a83c-0832a851c99d,7,87,54,Medical Equipment
2539301c-3770-4bbb-8fe7-906b0bafa33a,4768d039-3c3d-435a-9e94-ccb37626dbac,18387,Extra soft electric blanket with adjustable heat settings.,10,59.99,Internal Use Only,Automotive,4768d039-3c3d-435a-9e94-ccb37626dbac,4768d039-3c3d-435a-9e94-ccb37626dbac,Evergreen Plastics,4768d039-3c3d-435a-9e94-ccb37626dbac,10,34,83,Packaging Materials
253b4c01-7466-440d-a190-3267d1a8128c,9674c630-a40c-491f-86f2-41e2d75c5532,10208,3D model puzzle kit for creative builders.,9,22.99,Internal Use Only,Manufacturing,9674c630-a40c-491f-86f2-41e2d75c5532,9674c630-a40c-491f-86f2-41e2d75c5532,Quantum Machinery,9674c630-a40c-491f-86f2-41e2d75c5532,9,16,75,Construction Materials
25409544-af3c-42c0-acda-a4ded5c09042,3eb50cff-29a3-4dc2-870c-40e09a8b9369,11153,"Crunchy granola with maple syrup and pecans, great for breakfast or snacking.",14,4.49,Sensitive,Government,3eb50cff-29a3-4dc2-870c-40e09a8b9369,3eb50cff-29a3-4dc2-870c-40e09a8b9369,Ironclad Tools,3eb50cff-29a3-4dc2-870c-40e09a8b9369,14,95,100,Automotive Parts
25419ca5-a1df-414c-8374-047dbb21b2fa,b28fd613-27a5-473d-922a-b7b5751ec335,4137,"Firm tofu, a great plant-based protein option.",8,2.49,For Official Use Only,Energy,b28fd613-27a5-473d-922a-b7b5751ec335,b28fd613-27a5-473d-922a-b7b5751ec335,Evergreen Plastics,b28fd613-27a5-473d-922a-b7b5751ec335,8,48,68,Electrical Components
2549313c-f222-4c88-be02-1de02f2bc2ba,179603eb-75d2-4794-b08e-9546c849c842,1424,A nourishing bowl of sweet potatoes and chickpeas with spices.,7,6.49,Restricted,Hospitality,179603eb-75d2-4794-b08e-9546c849c842,179603eb-75d2-4794-b08e-9546c849c842,BlueWave Medical,179603eb-75d2-4794-b08e-9546c849c842,7,25,54,Telecommunications Equipment
254ada9d-efd3-48b5-97c3-3a6b6a3ba679,3d9a47a0-c8ec-4df8-8b79-28107cd5a311,6389,Reusable suction cup hooks for hanging items.,16,9.99,Unclassified,Pharmaceuticals,3d9a47a0-c8ec-4df8-8b79-28107cd5a311,3d9a47a0-c8ec-4df8-8b79-28107cd5a311,Quantum Machinery,3d9a47a0-c8ec-4df8-8b79-28107cd5a311,16,14,100,Sports and Recreational Equipment
254d7319-4690-4391-adc9-71b47698da7d,46cdc1b9-5d36-458d-bc29-be8165ed10cd,7301,A meal kit featuring tender chicken with honey sesame sauce.,13,8.99,For Official Use Only,Finance,46cdc1b9-5d36-458d-bc29-be8165ed10cd,46cdc1b9-5d36-458d-bc29-be8165ed10cd,Atlas Engineering,46cdc1b9-5d36-458d-bc29-be8165ed10cd,13,73,100,Office Supplies
254dcaed-1baf-47fe-a643-da15c2b5b4df,0cc22d4d-2f89-4554-b9af-b1519eee4c9c,9368,Frozen smoothie mix with bananas and peanut butter for a quick drink.,11,5.49,Proprietary,Manufacturing,0cc22d4d-2f89-4554-b9af-b1519eee4c9c,0cc22d4d-2f89-4554-b9af-b1519eee4c9c,Ironclad Tools,0cc22d4d-2f89-4554-b9af-b1519eee4c9c,11,110,88,Construction Materials
254f6f30-3f26-471d-b654-6390f29838d3,03f5356d-a0b6-4798-a9f7-e34e1000cfb5,17405,"Bartender kit with shaker, jigger, and strainer.",12,29.99,Unclassified,Retail,03f5356d-a0b6-4798-a9f7-e34e1000cfb5,03f5356d-a0b6-4798-a9f7-e34e1000cfb5,Starlight Components,03f5356d-a0b6-4798-a9f7-e34e1000cfb5,12,19,100,Laboratory Instruments
25515044-9e95-487b-9ebe-144cbd38517e,0c71ba02-b148-4fcb-a58e-4a5acc6fb595,2827,A protein-packed pancake mix for a nutritious breakfast.,12,3.99,Top Secret,Construction,0c71ba02-b148-4fcb-a58e-4a5acc6fb595,0c71ba02-b148-4fcb-a58e-4a5acc6fb595,Evergreen Plastics,0c71ba02-b148-4fcb-a58e-4a5acc6fb595,12,110,93,Agricultural Supplies
2552b5bb-5825-4cac-bec0-026325057f42,a6993720-dc7b-4edf-9b23-071fe397ed9c,19794,Frozen cauliflower rice blended with mixed vegetables and seasonings.,10,4.99,Confidential,Retail,a6993720-dc7b-4edf-9b23-071fe397ed9c,a6993720-dc7b-4edf-9b23-071fe397ed9c,Precision Optics,a6993720-dc7b-4edf-9b23-071fe397ed9c,10,126,80,Laboratory Instruments
255354bb-b1b0-46b5-9a47-ee91a369b930,ea5ef4d6-2c05-4ae8-b4f9-28f9ebbf804c,15063,Lightweight fishing rod suitable for beginners.,8,49.99,Sensitive,Pharmaceuticals,ea5ef4d6-2c05-4ae8-b4f9-28f9ebbf804c,ea5ef4d6-2c05-4ae8-b4f9-28f9ebbf804c,EcoBuild Systems,ea5ef4d6-2c05-4ae8-b4f9-28f9ebbf804c,8,7,65,Sports and Recreational Equipment
2554ac7f-b643-4d5d-b1e3-c8549ddc71e2,91dd59c4-35c1-48a9-801d-f11ffdf74388,15444,Compact and portable projector for watching videos anywhere.,3,99.99,Internal Use Only,Manufacturing,91dd59c4-35c1-48a9-801d-f11ffdf74388,91dd59c4-35c1-48a9-801d-f11ffdf74388,Ironclad Tools,91dd59c4-35c1-48a9-801d-f11ffdf74388,3,87,20,Construction Materials
2557314c-e2ce-468c-ad09-95a500857995,62924c17-d25c-4595-b783-c88c27440171,483,Handy dispenser for quick access to safety pins.,13,5.99,Sensitive,Agriculture,62924c17-d25c-4595-b783-c88c27440171,62924c17-d25c-4595-b783-c88c27440171,EcoBuild Systems,62924c17-d25c-4595-b783-c88c27440171,13,127,100,Industrial Machinery
255a905c-e46e-4962-a98f-910c3d3ca198,439f12d0-61ff-4abf-99dd-16573b478346,15848,Whole wheat wraps filled with spinach and feta cheese.,8,4.99,Top Secret,Energy,439f12d0-61ff-4abf-99dd-16573b478346,439f12d0-61ff-4abf-99dd-16573b478346,GlobalTech Solutions,439f12d0-61ff-4abf-99dd-16573b478346,8,42,66,Electrical Components
255ab309-feb8-4155-a1b1-07afbc9eec64,7e17f4d2-9821-4856-a5cf-87650fe97c76,2303,Spicy seasoning mix for all your favorite dishes.,12,1.99,Proprietary,Government,7e17f4d2-9821-4856-a5cf-87650fe97c76,7e17f4d2-9821-4856-a5cf-87650fe97c76,Starlight Components,7e17f4d2-9821-4856-a5cf-87650fe97c76,12,24,99,Automotive Parts
255abd0b-0fbb-41ee-a366-39b2e6fa443c,7bac21fd-17dd-4141-ac96-66967d1b9072,3151,Rich and creamy milk perfect for baking or desserts.,11,1.89,Sensitive,Automotive,7bac21fd-17dd-4141-ac96-66967d1b9072,7bac21fd-17dd-4141-ac96-66967d1b9072,GlobalTech Solutions,7bac21fd-17dd-4141-ac96-66967d1b9072,11,123,84,Packaging Materials
2560ed7e-f6c7-4757-b3e7-be6655d73a66,97cc685d-ed12-4c05-b467-832922f9b02a,5974,Silicone tea infuser for brewing loose leaf tea.,5,12.99,Restricted,Telecommunications,97cc685d-ed12-4c05-b467-832922f9b02a,97cc685d-ed12-4c05-b467-832922f9b02a,Ironclad Tools,97cc685d-ed12-4c05-b467-832922f9b02a,5,20,43,Furniture and Furnishings
25616f5a-3b5f-42e3-ae4e-f4701094dfe5,06df5362-41c1-4d3e-9d79-1367f3fb4730,10757,"Frozen salmon fillets marinated in teriyaki sauce, ready to grill or bake.",15,9.99,Proprietary,Manufacturing,06df5362-41c1-4d3e-9d79-1367f3fb4730,06df5362-41c1-4d3e-9d79-1367f3fb4730,Vertex Electronics,06df5362-41c1-4d3e-9d79-1367f3fb4730,15,118,100,Construction Materials
2562e7b1-e512-4fe4-84e1-9293e092cfda,515a08f6-7876-4abb-a3e3-1a207b7dc071,10313,Delicious apple sauce with a hint of cinnamon,12,2.49,Unclassified,Entertainment,515a08f6-7876-4abb-a3e3-1a207b7dc071,515a08f6-7876-4abb-a3e3-1a207b7dc071,Starlight Components,515a08f6-7876-4abb-a3e3-1a207b7dc071,12,65,93,Printing and Photographic Equipment
256549eb-c4de-4c56-b726-2e890862f897,b85ccc77-c134-4c10-9982-2f827ce4ddc0,11463,Frozen smoothie pack with strawberries and bananas.,10,4.99,Sensitive,Government,b85ccc77-c134-4c10-9982-2f827ce4ddc0,b85ccc77-c134-4c10-9982-2f827ce4ddc0,Acme Industries,b85ccc77-c134-4c10-9982-2f827ce4ddc0,10,112,83,Automotive Parts
25668d10-6525-40f9-96c5-19d4ddbdb7ec,31a46917-a6fa-4ab6-b076-4e2d06d4d89c,14999,A refreshing sparkling beverage with a bold blood orange flavor.,9,1.99,Sensitive,Hospitality,31a46917-a6fa-4ab6-b076-4e2d06d4d89c,31a46917-a6fa-4ab6-b076-4e2d06d4d89c,Evergreen Plastics,31a46917-a6fa-4ab6-b076-4e2d06d4d89c,9,60,75,Telecommunications Equipment
256f1be6-d3cf-41a4-bf3a-c31eacd9aa06,90ae4ffe-3578-4efd-959f-e2e7c8b11565,4655,Lightweight leaf blower for maintaining outdoor spaces.,12,149.99,Confidential,Automotive,90ae4ffe-3578-4efd-959f-e2e7c8b11565,90ae4ffe-3578-4efd-959f-e2e7c8b11565,NovaChem Labs,90ae4ffe-3578-4efd-959f-e2e7c8b11565,12,33,93,Packaging Materials
256ff1b0-fe28-4df4-ab0b-ca2423e10698,5d53423c-e9ad-4183-9479-eea33d12a24a,7758,"Crunchy granola mixed with maple syrup and cinnamon, perfect for breakfast or snacks.",12,4.29,Public,Food Services,5d53423c-e9ad-4183-9479-eea33d12a24a,5d53423c-e9ad-4183-9479-eea33d12a24a,Sunrise Textiles,5d53423c-e9ad-4183-9479-eea33d12a24a,12,36,92,Software and Licenses
